5099323000373, 0.629167, 15.10, GROCERY, CANNED/BOTTLED/VEG, 0.75, SPAR PEAS PROCESSED, 0.0000, 5099323080863, N
5060292308203, 1.5625, 12.50, GROCERY, HEALTH FOODS, 2.99, POPCHIPS BBQ, 0.2300, 05060292308227, I
5060292308104, 1.5625, 12.50, GROCERY, HEALTH FOODS, 2.99, POPCHIPS ORIGINAL, 0.2300, 5060292308128, I
9770043724317, 4.2661, 4.27, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.20, WOMAN & HOME, 0.0900, , I
9770967985115, 4.8165, 4.82, MAGAZINES/NEWSPAPERS, GAMES, 7.00, GAMES MASTER, 0.0900, , I
5010677520195, 2.055, 24.66, OFF LICENCE, LIQ/OTHERS, 3.40, BACARDI & COLA, 0.2300, 05010677520218, N
5099873003220, 2.47333, 29.68, OFF LICENCE, LIQ/OTHERS, 4.00, JACK DANIELS & COLA P., 0.2300, , N
8008863037371, 7.48667, 44.92, OFF LICENCE, WINES, 11.99, TESORO FRIZZANTE, 0.2300, 18008863037378, I
8410441032133, 6.4125, 76.95, OFF LICENCE, WINES, 10.99, FAUSTINO WHITE, 0.2300, 8410441038135, I
5060292308708, 1.5625, 12.50, GROCERY, HEALTH FOODS, 2.99, POPCHIPS SR CREAM & ONION, 0.2300, 05060292308722, I
5011069166229, 3.48, 3.48, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 4.40, DNY CAP HICKORY RASHERS, 0.0000, 5011069166212, I
5099683005612, 1.6, 96.00, HOUSE HOLD , BATTERIES/BULBS/ELECTRICA, 3.00, SOLUS 100W HALOGEN SAVER, 0.2300, 05099683005711, N
9770262213999, 2.0642, 2.06, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.00, VOGUE., 0.0900, , N
9770733889210, 4.6789, 4.68, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.80, VANTYFAIR, 0.0900, , I
5034660003892, 0.562292, 26.99, CONFECTIONERY, COUNT LINES, 1.40, CAD CARAMELLO, 0.2300, 05034660003908, N
9771393571194, 1.7202, 1.72, MAGAZINES/NEWSPAPERS, BUSINESS, 2.50, BUSINESS PLUS, 0.0900, , N
9771465643125, 4.8165, 4.82, MAGAZINES/NEWSPAPERS, SPORT MAGS, 7.00, MENS FITNESS, 0.0900, , N
5390413010709, 8.17, 8.17, GROCERY, HEALTH FOODS, 14.99, WHEY PROTEIN 300 G CHOCOLATE., 0.2300, , I
5390413010723, 8.17, 8.17, GROCERY, HEALTH FOODS, 14.99, WHEY PROTEIN 300 G VANILLA., 0.2300, , I
5390413010303, 8.17, 8.17, GROCERY, HEALTH FOODS, 14.99, WHEY PROTEIN STRAWBERRY 300 G, 0.2300, , I
5390413010600, 0.817, 8.17, GROCERY, HEALTH FOODS, 1.50, PREFUEL BERRY 10 G, 0.2300, , I
5390413010624, 0.817, 8.17, GROCERY, HEALTH FOODS, 1.50, PREFUEL WATERMELON 10 G., 0.2300, , I
5390413010587, 0.817, 8.17, GROCERY, HEALTH FOODS, 1.50, PREFUEL CITRUS 10 G, 0.2300, , I
5011069164997, 2.20917, 53.02, DAIRY PRODUCTS, CHEESE, 2.50, G/TEE CHEESE BLOCK., 0.0000, 05011069165000, N
5000159470643, 0.810625, 25.94, CONFECTIONERY, COUNT LINES, 1.40, SNICKERS DUO BAR, 0.2300, 05000159470650, N
5000159470476, 0.374792, 17.99, CONFECTIONERY, COUNT LINES, 1.20, MARS BAR ORIGINAL, 0.2300, 05000159470483, N
3023290473016, 0.518, 5.18, DAIRY PRODUCTS, DESSERT, 0.80, YORKIE 115 G, 0.1350, , I
3023290472996, 0.518, 5.18, DAIRY PRODUCTS, DESSERT, 0.80, NESTLE ROLO 115 G, 0.0000, , I
8008863041019, 7.57, 45.42, OFF LICENCE, WINES, 11.99, CA DEL CONSOLE PROSECCO, 0.2300, 18008863041016, N
5098974055909, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, INSTANT WIN SCR CARD 2, 0.0000, 99999999999994, I
5034660004004, 0.572708, 27.49, CONFECTIONERY, COUNT LINES, 1.40, CAD DAIRY MILK STD BAR, 0.2300, 05034660004011, N
5391510752370, 49.75, 49.75, BILL PAY, BILL PAY, 50.00, ELECTRIC IRELAND 500.., 0.0000, , N
5098974056104, 2.82, 2.82, LOTTERY, SCRATCH CARDS, 3.00, WINNING STREAK CARD 3, 0.0000, , I
8936045110201, 0.01, 0.01, HOUSE HOLD , HOUSHOLD MISC., 1.10, LIGHTER, 0.2300, , I
9770958983854, 1.789, 1.79, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.60, TAKE A BRAKE, 0.0900, , I
4892812850647, 0.808889, 29.12, STATIONERY , PAPER PRODUCTS, 2.50, XMAS WRAP STD 5m   .    NEWSPREAD, 0.2300, , I
9771076083082, 5.2982, 5.30, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 7.70,  INSTYLE, 0.0900, , I
9770032147998, 5.4975, 5.50, MAGAZINES/NEWSPAPERS, ADULT, 8.00, PLAYBOY, 0.0900, , I
9771062049023, 5.2982, 5.30, MAGAZINES/NEWSPAPERS, ADULT, 7.70, PLAYBOY SPECIAL, 0.0900, , I
9771351019164, 5.2982, 5.30, MAGAZINES/NEWSPAPERS, MUSIC, 7.70, MOJO, 0.0900, , I
201621004501, 2.7, 2.70, DELI COUNTER , HOT FOODS, 4.50, PANINI 3 ITEMS, 0.0000, , N
20108, 0.9, 0.90, DELI COUNTER , HOT FOODS, 1.50, TOAST BUTTERED, 0.0900, , N
9772042972027, 5.0917, 5.09, MAGAZINES/NEWSPAPERS, SPORT MAGS, 7.40, MENS RUNNING, 0.0900, , N
5010791012019, 6.975, 6.98, MAGAZINES/NEWSPAPERS, SPORT MAGS, 9.30, CYCLING, 0.0000, , I
5011069164973, 2.21, 2.21, DAIRY PRODUCTS, CHEESE, 2.50, CALVITA CHEESE BLOCK. , 0.0000, 05011069164980, I
5000328159003, 1.96167, 23.54, CONFECTIONERY, CRISPS/SNACK FOODS, 3.00, DORITOS DIP SALSA HOT., 0.0000, 5000328159799, N
9770043741352, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.50, WOMANS WEEKLY, 0.0900, , I
9770013061824, 5.1606, 5.16, MAGAZINES/NEWSPAPERS, BUSINESS, 7.50, THE ECONOMIST, 0.0900, , I
9771479792123, 1.2592, 1.26, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.83, NEW, 0.0900, , I
5060292308500, 1.5625, 12.50, GROCERY, HEALTH FOODS, 2.99, POPCHIPS SALT & VINEGAR, 0.2300, 05060292308524, I
87167443, 0.832917, 19.99, OFF LICENCE, BOTTLES 330ML, 2.00, MILLER BOTTLE, 0.2300, , N
5011054114655, 8.111, 81.11, TOBACCO , CIGS 20S, 10.50, BENSON & HEDGES BIG BX FL.`., 0.2300, 5011054114662, I
201102001302, 0.75, 0.75, DELI COUNTER , HOT FOODS, 1.30, ADD ON WEDGES, 0.0000, , N
7622210179128, 1.27, 31.75, CONFECTIONERY, COUNT LINES, 1.99, CAD CREME MINI EGGS BAG., 0.2300, 07622210179111, N
7622210179159, 1.27, 31.75, CONFECTIONERY, COUNT LINES, 1.99, CAD CARAMEL MINI EGGS BAG., 0.2300, 07622210179142, N
7622210180445, 0.951364, 20.93, CONFECTIONERY, COUNT LINES, 1.50, CAD DAIRY MILK MINI EGG B., 0.2300, 07622210180438, N
8710671008725, 0.863333, 20.72, GROCERY, BISCUITS, 1.42, SPAR WAFER ROLS MILK CHOC., 0.1350, 08710671008763, N
5391510752301, 14.75, 14.75, BILL PAY, BILL PAY, 15.00, AIRTRICITY PREPAY 15, 0.0000, , N
9770269989330, 0.9633, 0.96, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.40, CHAT, 0.0900, , I
54034488, 0.5062, 25.31, TOBACCO , MATCHES/LIGHTERS..ETC, 0.90, RIZLA PAPER GREEN 32LEAVE, 0.2300, 541013383662, N
9772009667003, 4.7821, 4.78, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.95, BASH MAGAZINE, 0.0900, , I
9771741954143, 1.3761, 1.38, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.00, STAR, 0.0900, , I
9772042024030, 4.5413, 4.54, MAGAZINES/NEWSPAPERS, SPORT MAGS, 6.60, WOMENS RUNNING, 0.0900, , N
9770954895212, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.50, BEST, 0.0900, , I
5011096007519, 1.339, 13.39, CONFECTIONERY, CRISPS/SNACK FOODS, 2.40, TAYTO CASHEW NUTS., 0.2300, 05011096056883, N
5011096007540, 1.048, 10.48, CONFECTIONERY, CRISPS/SNACK FOODS, 1.90, TAYTO PEANUTS JUMBO.., 0.2300, 05011096056913, I
5011096007526, 1.339, 13.39, CONFECTIONERY, CRISPS/SNACK FOODS, 2.40, TAYTO CHOCOLATE MIX, 0.2300, 05011096056890, N
5011096007533, 1.048, 10.48, CONFECTIONERY, CRISPS/SNACK FOODS, 1.90, TAYTO FRUIT & NUT SELECTN., 0.2300, 05011096056906, I
9771466608413, 1.8578, 1.86, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.70, SOAPLIFE, 0.0900, , I
5011054118301, 7.786, 77.86, TOBACCO , CIGS 20S, 10.50, SILK CUT PUR KING 23''S., 0.2300, 5011054118318, I
9770039519170, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, SUNDAY NEWSPAPERS, 1.50, SUNDAY EXPRESS, 0.0900, , N
9770307017018, 0.5505, 0.55, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 0.80, DAILY EXPRESS, 0.0900, , N
20239, 3.5, 3.50, DELI COUNTER , HOT FOODS, 5.99, DINNER LARGE, 0.0900, , N
5391510752509, 19.75, 19.75, BILL PAY, BILL PAY, 20.00, BORD GAIS ELECTRIC 20., 0.0000, , N
5391510753070, 19.75, 19.75, BILL PAY, BILL PAY, 20.00, PINENERGY PREPAID 20, 0.0000, , N
201610005502, 3.5, 3.50, DELI COUNTER , HOT FOODS, 5.50, ROLL SW WRAP, 0.0000, , N
9770307017025, 0.5475, 0.55, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 0.80,  DAILY EXPRESS, 0.0900, , N
9770957592996, 4.5413, 4.54, MAGAZINES/NEWSPAPERS, SPORT MAGS, 6.60, HEALTH & FITNESS, 0.0900, , N
9770307017049, 0.5475, 0.55, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 0.80, DAILY EXPRESS, 0.0900, , N
9770141055269, 3.922, 3.92, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.70, COSMOPOLITAN MONTHLY, 0.0900, , I
9770019136274, 3.8532, 3.85, MAGAZINES/NEWSPAPERS, HOME, 5.60, IDEAL HOME, 0.0900, , I
9771756625021, 2.2706, 2.27, MAGAZINES/NEWSPAPERS, SPORT MAGS, 3.30, MATCH OF THE DAY, 0.0900, , N
9770955494209, 2.2706, 2.27, MAGAZINES/NEWSPAPERS, SPORT MAGS, 3.30, MATCH WEEKLY, 0.0900, , N
9771369529174, 4.2661, 4.27, MAGAZINES/NEWSPAPERS, HOME, 6.20, 25 BEAUTIFUL HOMES, 0.0900, , I
9770958983281, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 1.50, TAKE A BREAK, 0.0900, , I
9770307017056, 0.5475, 0.55, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 0.80, DAILY EXPRESS, 0.0900, , N
9771472016134, 4.5413, 4.54, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.60, INSTYLE, 0.0900, , N
9770967667141, 3.4404, 3.44, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.00, TOP SANTE, 0.0900, , I
9770791676876, 1.7202, 1.72, MAGAZINES/NEWSPAPERS, SUNDAY NEWSPAPERS, 2.50, sunday world, 0.0900, , N
9770956808371, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, SUNDAY NEWSPAPERS, 1.50, IRISH PEOPLE, 0.0900, , I
9770043736433, 1.1009, 1.10, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.60, WOMANS OWN, 0.0900, , I
9770141114256, 2.7523, 2.75, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 4.00, COMPANY, 0.0900, , I
9770953098249, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.50, BELLA, 0.0900, , I
9770043722375, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.50, WOMAN, 0.0900, , I
5032570037860, 0.289857, 40.58, DELI COUNTER , FRENCH BREAD, 2.35, CDF MINI JAM DOUGHNUT 5S, 0.1350, 05032570037853, N
7622210119421, 1.932, 19.32, CONFECTIONERY, COUNT LINES, 2.00, CAD MINI EGG QUAD BAG., 0.2300, 07622210119414, I
7622210050588, 2.06125, 16.49, CONFECTIONERY, COUNT LINES, 3.50, CAD EGG N SPOON DOUB CHOC, 0.2300, 07622210050694, N
7622210050571, 3.555, 28.44, CONFECTIONERY, COUNT LINES, 3.00, CAD EGG N SPOON VANILLA, 0.2300, 07622210050687, N
96084243, 0.4224, 21.12, CONFECTIONERY, COUNT LINES, 0.70, CAD CARAMEL BUNNY, 0.2300, , I
5098974056500, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, CASH IN THE CAN 2, 0.0000, , I
5391510752127, 8.91, 8.91, BILL PAY, BILL PAY, 9.00, LEAP6.25, 0.0000, , N
5391510752356, 39.75, 39.75, BILL PAY, BILL PAY, 40.00, ELECTRIC IRELAND 40.., 0.0000, , N
9771393956168, 1.5138, 1.51, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 2.20, IRISH EXAMINER SAT, 0.0900, , I
9770007647195, 3.0963, 3.10, MAGAZINES/NEWSPAPERS, BUSINESS, 4.50, BUSINESS & FINANCE, 0.0900, , I
8004260413176, 2.412, 24.12, HOUSE HOLD , HOUSHOLD MISC., 4.29, KITTEN T ROLL WHITE 4ROLL, 0.2300, 08004260913171, I
5011069166175, 3.48, 3.48, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 4.35, DNY CAP TRAD RASHERS., 0.0000, 05011069166182, I
9770261307934, 1.2385, 1.24, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 1.80, THE GUARDIAN, 0.0900, , N
5099323019382, 0.83, 0.83, GROCERY, BREAD, 1.30, O''DWYERS BROWN SL PAN, 0.0000, 05099323091791, I
5099323019375, 0.83, 0.83, GROCERY, BREAD, 1.30, O''DWYERS WHITE SL PAN, 0.0000, 05099323091784, I
5010029217704, 1.125, 27.00, GROCERY, BREAKFAST MEALS, 2.00, WEETABIX, 0.0000, , I
5099323018798, 1.1225, 13.47, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 1.99, SPAR PALE RASHERS, 0.0000, 05099323091296, N
5099323018804, 1.1225, 13.47, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 1.99, SPAR SMOKED RASHERS, 0.0000, 05099323091302, N
5010791106039, 8.5321, 8.53, MAGAZINES/NEWSPAPERS, MUSIC, 12.40, LOU REED, 0.0900, , I
5000393603036, 7.05, 70.50, TOBACCO , CIGS 20S, 9.50, CARROLLS ADDITIVE FREE BL., 0.2300, 5000393603043, N
5000393603067, 7.05, 70.50, TOBACCO , CIGS 20S, 9.00, CARROLLS ADDITIVE FREE RE., 0.2300, 5000393603074, N
5032917000199, 4.13333, 24.80, OFF LICENCE, BEER/CIDERS, 5.99, HACKENBERG CAN FL 5.99, 0.2300, 5411616145804, I
5390347000449, 3.48333, 20.90, OFF LICENCE, BEER/CIDERS, 5.00, DUTCH GOLD FL 4 FOR 5, 0.2300, 5390347300440, N
5900535006421, 4.2, 25.20, OFF LICENCE, BEER/CIDERS, 6.00, KARPACKIE FL 4 FOR 6, 0.2300, 5900535006445, I
5010038444450, 9.28667, 27.86, OFF LICENCE, BEER/CIDERS, 13.99, COBRA 8PK CAN., 0.2300, 5010038444412, N
5011069166540, 1.27, 1.27, DAIRY PRODUCTS, CHEESE, 1.50, LOW LOW SNK PK RED PEP PM, 0.0000, 05011069166533, I
9771393956113, 1.3761, 1.38, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 2.00, IRISH EXAMINER, 0.0900, , N
5034660520443, 1.25, 30.00, CONFECTIONERY, COUNT LINES, 1.80, CAD TURKISH LGE, 0.2300, 05034660035985, I
5099323019634, 4.5, 36.00, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 6.00, GLENMOR FILLETS 3PK, 0.0000, 05099323092040, I
5099323019436, 1.30364, 14.34, DAIRY PRODUCTS, SALAD PRODUCTS, 1.75, SPAR HUMMUS PLAIN., 0.0000, 05099323091845, N
9771365686291, 2.3394, 2.34, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.40, NOW, 0.0900, , I
5011056072670, 1.575, 12.60, DELI COUNTER , HOT FOODS, 2.00, F&S TASTE OF MUMBAI FP, 0.0000, 05391522680890, N
5011056072687, 1.575, 12.60, DELI COUNTER , HOT FOODS, 2.00, F&S TASTE OF BANGKOK  FP., 0.0000, 05391522680906, N
5000328173702, 0.671562, 21.49, CONFECTIONERY, CRISPS/SNACK FOODS, 1.00, WALKERS SQUARES SALT& VIN, 0.2300, 05000328173719, I
5000328179643, 0.695, 20.85, CONFECTIONERY, CRISPS/SNACK FOODS, 1.00, WALKERS WOTSITS CHEESE, 0.2300, 05000328179650, I
5000328167589, 0.695, 20.85, CONFECTIONERY, CRISPS/SNACK FOODS, 1.00, WALKERS M/M PICKLED ONION.., 0.2300, 5000328167596, I
072417142000, 0.705, 9.87, GROCERY, BISCUITS, 1.00, LYONS TEA CAKES, 0.2300, , I
040032400225, 0.5, 0.50, CONFECTIONERY, COUNT LINES, 1.00, CATCH BAR DARK, 0.2300, , I
7622210231185, 0.194667, 11.68, CONFECTIONERY, COUNT LINES, 0.30, CAD FREDDO MILK 30C, 0.2300, 05034660004691, N
8002153210925, 5.83333, 35.00, OFF LICENCE, WINES, 9.99, GRIFONE SANGIOVESE, 0.2300, 8002153210932, N
8002153209066, 6.16667, 37.00, OFF LICENCE, WINES, 8.99, GRIFONE PRIMITIVO, 0.2300, 8002153209417, N
072417136788, 0.7375, 17.70, GROCERY, BISCUITS, 1.50, MARYLAND CHOC CHIP., 0.1350, , I
072417143700, 0.8005, 16.01, GROCERY, BISCUITS, 1.50, JAMMIE DODGERS., 0.1350, , N
5060311691262, 4.548, 22.74, TOBACCO , CIGARS, 7.99, SKYCIG MENTH TOB REFL 3PK., 0.2300, 5060311691293, I
5011022044830, 1.21917, 14.63, CONFECTIONERY, CRISPS/SNACK FOODS, 2.00, H/FARE MIXED NUTS\RA, 0.2300, , N
0072417141980, 0.704286, 14.79, GROCERY, BISCUITS, 1.00, LYONS VISCOUNT 1.00, 0.2300, 5010049141980, I
5011032581349, 2.065, 24.78, CONFECTIONERY, CRISPS/SNACK FOODS, 3.20, KELK POPCORN MWAVE BUTTER, 0.0000, 05011032116886, N
5011032581332, 2.065, 24.78, CONFECTIONERY, CRISPS/SNACK FOODS, 3.20, KELK POPCORN MICROWAVE3PK, 0.0000, 05011032116879, N
54492790, 0.760417, 18.25, DRINKS , PET/GLASS BOTTLES, 1.60, COCA COLA CHERRY CONTOUR., 0.2300, 05449000061249, N
5449000009500, 0.486667, 11.68, DRINKS , CANS, 1.10, COCA COLA CAN CHERRY, 0.2300, 5017726180041, N
5099323010495, 1.29083, 15.49, HOUSE HOLD , HOUSHOLD MISC., 1.99, FIRELOG, 0.1350, , I
5011096006093, 1.48917, 17.87, CONFECTIONERY, CRISPS/SNACK FOODS, 2.60, TAYTO BISTRO SWEET CHILLI., 0.2300, 5011096055336, I
9771464782085, 3.1651, 3.17, MAGAZINES/NEWSPAPERS, FITNESS, 4.60, SLIMMING WORLD, 0.0900, , N
9770957592163, 3.8532, 3.85, MAGAZINES/NEWSPAPERS, FITNESS, 5.60, HEALTH & FITNESS, 0.0900, , I
50226924, 1.415, 16.98, TOBACCO , MATCHES/LIGHTERS..ETC, 2.80, SWAN LIGHTER FLUID., 0.2300, 5000226930926, N
50226900, 1.38917, 16.67, TOBACCO , MATCHES/LIGHTERS..ETC, 2.70, SWAN GAS REFILL UNIVERSAL, 0.2300, 5000226950900, N
8710671148278, 1.86933, 28.04, GROCERY, COOKING/OLIVE OIL, 2.25, SPAR SUNFLOWER OIL, 0.0000, 08710671148285, N
9771461630082, 3.4335, 3.43, MAGAZINES/NEWSPAPERS, CHILDRENS, 4.99, FAVOURITES, 0.0900, , N
9771752665007, 2.2706, 2.27, MAGAZINES/NEWSPAPERS, CHILDRENS, 3.30, PEPPA PIG, 0.0900, , N
5011056072663, 1.575, 12.60, DELI COUNTER , HOT FOODS, 2.00, F&S TASTE OF MEXICO FLASH., 0.0000, 05391522680883, N
5391510752073, 14.63, 14.63, BILL PAY, BILL PAY, 15.00, LEAPC15, 0.0000, , N
9770262407244, 3.922, 3.92, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 5.70, NEW SCIENTIST, 0.0900, , I
5000168156620, 0.7, 8.40, CONFECTIONERY, MULTI-PACKS, 1.40, PENGUIN 6 PK, 0.2300, , I
5099268044975, 0.79, 0.79, GROCERY, BREAD, 1.20, I PRIDE SWICH SQUARES WHT, 0.0000, 5099268044975, I
5391512730000, 1.56, 1.56, GROCERY, BREAD, 2.20, PANELTO HEAT AND EAT DELI, 0.0000, , I
5449000203236, 0.75625, 18.15, DRINKS , PET/GLASS BOTTLES, 1.60, FANTA RASPBERRY & PASSION, 0.2300, 05449000203250, I
9770307268465, 0.6881, 0.69, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 1.00, THE SUN SAT, 0.0900, , N
5060311691279, 4.548, 22.74, TOBACCO , CIGARS, 7.99, SKYCIG RICH TOB REFLL 3PK, 0.2300, 5060311691309, I
9770307123610, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 1.50, THE DAILY TELEGRAPH, 0.0900, , N
9770307123627, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 1.50, THE DAILY TELEGRAPH, 0.0900, , N
5011096007656, 0.412667, 74.28, CONFECTIONERY, CRISPS/SNACK FOODS, 0.90, TAYTO POPCORNERS HOD, 0.2300, 05011096057361, I
9770307123634, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 1.50, THE DAILY TELEGRAPH, 0.0900, , N
5000328163130, 1.895, 22.74, CONFECTIONERY, CRISPS/SNACK FOODS, 3.00, DORITOS TANGY CHEESE, 0.2300, 05000328163147, I
5000328166445, 1.895, 22.74, CONFECTIONERY, CRISPS/SNACK FOODS, 3.00, DORITOS CHILLI HEATWAVE, 0.2300, 05000328166452, I
5000328166285, 1.895, 22.74, CONFECTIONERY, CRISPS/SNACK FOODS, 3.00, DORITOS COOL ORIGINAL, 0.2300, 05000328166292, I
5000328171012, 1.9725, 23.67, CONFECTIONERY, CRISPS/SNACK FOODS, 3.00, WALKER SEN THAI SWT CHLI, 0.2300, 05000328171029, N
9770307123641, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 1.50, THE DAILY TELEGRAPH, 0.0900, , N
8710671148698, 1.405, 11.24, GROCERY, JAMS/HONEY/SPREADS, 1.85, SPAR JAM STRAWBERRY, 0.0000, 08710671148704, N
8710671148674, 1.405, 11.24, GROCERY, JAMS/HONEY/SPREADS, 1.85, SPAR JAM RASPBERRY, 0.0000, 08710671148681, N
4025500147181, 0.686667, 8.24, DAIRY PRODUCTS, YOGURTS/YOP, 0.69, MULLER RICE ORIGINAL., 0.0000, 4025500147198, I
898999000305, 1.3975, 16.77, DRINKS , PET/GLASS BOTTLES, 2.50, VITA COCO PEACH & MANGO, 0.2300, 0898999000312, N
5060283760072, 1.5, 18.00, CONFECTIONERY, CRISPS/SNACK FOODS, 2.80, PROPERCORN SWEET & SALTY, 0.2300, 15060283760239, N
5060283760058, 1.5, 18.00, GROCERY, GROCERY NO CODE, 2.80, PROPERCORN WORS & SUND TO, 0.2300, 15060283760215, I
5060283760041, 1.5, 18.00, CONFECTIONERY, CRISPS/SNACK FOODS, 2.80, PROPERCORN SEA SALTED L, 0.2300, 15060283760208, N
5060283760065, 1.5, 18.00, GROCERY, GROCERY NO CODE, 2.80, .PROPERCORN SR CREAM & CHV., 0.2300, 15060283760062, I
613008730758, 0.875, 5.25, DRINKS , HEALTHY, 1.80, ICED TEA POMEGRANATE, 0.2300, , N
745092011359, 0.594583, 14.27, CONFECTIONERY, COUNT LINES, 1.00, JELLY BEAN SOURS, 0.2300, 0745092011366, N
745092005754, 0.594583, 14.27, CONFECTIONERY, COUNT LINES, 1.20, JELLY BEAN ULTIMATE FRUIT, 0.2300, 745092005761, I
5034660004714, 0.194667, 11.68, CONFECTIONERY, COUNT LINES, 0.30, CAD FREDDO CARAMEL 30C, 0.2300, 05034660004707, N
9770307123856, 1.0321, 1.03, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 1.50, THE DAILY TELEGRAPH, 0.0900, , N
00003353, 2.5, 2.50, DELI COUNTER , SANDWICHES (Cherrywood selection), 4.50, CHICKEN & BACON PASTA SALAD, 0.0000, , I
5099268010048, 1.11, 1.11, GROCERY, BREAD, 1.49, I PRIDE WHT SLICED BREAD., 0.0000, 5099268010048, I
5099268015111, 1.11, 1.11, GROCERY, BREAD, 1.49, I PRIDE BROWN SLICED BREA, 0.0000, 5099268015111, I
4044782308370, 1.44, 34.56, GROCERY, HEALTH FOODS, 2.45, PROTEIN BAR 32 BLUEBERY.., 0.2300, , N
9770733889227, 4.8853, 4.89, MAGAZINES/NEWSPAPERS, TRAVEL, 7.10, VANITY FAIR, 0.0900, , N
5017558324002, 2.6835, 2.68, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.90, HELLO MULTIPACK., 0.0900, , N
856190003006, 1.51667, 18.20, DRINKS , PET/GLASS BOTTLES, 2.70, CABANA ALL NAT LEMONADE, 0.2300, 10856190003003, I
856190003051, 1.51667, 18.20, DRINKS , PET/GLASS BOTTLES, 2.70, CABANA BLUEBERRY LEMONADE, 0.2300, 10856190003058, I
5391500631036, 20.122, 20.12, BILL PAY, BILL PAY, 25.00, O2 25 UNIT., 0.2300, , I
9770307268427, 0.6881, 0.69, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 1.00, THE SUN, 0.0900, , N
5098974056609, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, EASTER EGGSTRA GOLDEN 2, 0.0000, , I
9771476280074, 4.1284, 4.13, MAGAZINES/NEWSPAPERS, CHILDRENS, 6.00, ANIMALS & YOU, 0.0900, , I
9771758949040, 3.0963, 3.10, MAGAZINES/NEWSPAPERS, CHILDRENS, 4.50, BEN 10, 0.0900, , I
9771357553204, 3.4404, 3.44, MAGAZINES/NEWSPAPERS, CHILDRENS, 5.00, GIRL TALK, 0.0900, , N
5099589221932, 4.626, 46.26, GROCERY, COFFEE/TEA..ETC., 6.50, BEWLEYS FRESH COFFE RIC, 0.0000, , I
5390811950508, 4, 4.00, GROCERY, GROCERY NO CODE, 6.99, SOFT TOYS, 0.0000, , I
25260502, 8.99, 8.99, GROCERY, GROCERY NO CODE, 8.99, ROSE GIFT BAG, 0.0000, , I
9772045803007, 3.3716, 3.37, MAGAZINES/NEWSPAPERS, CHILDRENS, 4.90, MOCHI MONSTERS MAGAZINE, 0.0900, , N
